channelId,title,description,customUrl,subscribers,views,videos,hiddenSubscribers,publishedAt,country,defaultLanguage,keywords,uploadsPlaylistId,topics,query
UCTqx5c-OvMCDrZ72antfs7g,Eesti 200,"Eesti 200 on erakond, mille manifest ilmus esmakordselt Postimehes 2. mail 2018. Eesti 200 ülesanne on Eesti riigi pikaajalistele probleemidele tähelepanu juhtimine ja omapoolsete lahenduste ja reformiideede välja pakkumine.",@eesti2004,294,1852013,269,False,2018-08-27T09:44:15Z,EE,,,UUTqx5c-OvMCDrZ72antfs7g,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",eesti
UCj7bTnODoQ1wBq3wNnMsayA,SPEAKLY PODCAST (Eesti keeles),"Kuidas keeli õppides edukam olla? Miks keele õppimine nii kaua aega võtab ja kas see peabki nii olema? Mida polüglotid teistmoodi teevad, et nad keeli kiiresti õpivad? Aga võib-olla mul lihtsalt ei ole keelesoont? Need on mõned küsimused, mida sa võõrkeelt õppides endalt ehk juba korduvalt küsinud oled. Ja tõesti, keeleõpe tundub olevat üks tõeliselt keeruline asi, mis võtab tagatipuks veel väga palju aega, vahel isegi aastaid, enne kui saad normaalselt rääkima hakata. Kuid kas see peabki nii ol",@speaklypodcasteestikeeles1350,112,5099,6,False,2017-12-18T21:50:20Z,EE,,,UUj7bTnODoQ1wBq3wNnMsayA,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Knowledge",eesti keeles
UCv8ITy1htSepl56WOQsxvrw,Teho Paulus,,@tehopaulus1,33,11868,20,False,2023-09-25T09:59:33.527089Z,EE,,,UUv8ITy1htSepl56WOQsxvrw,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Knowledge",eesti loodus
UCvVixOoOUgPhuzOoV1BZ1gw,Eesti Lugemisühing,,@eestilugemisuhing266,4,1234,28,False,2021-12-19T00:18:24.101822Z,EE,,,UUvVixOoOUgPhuzOoV1BZ1gw,https://en.wikipedia.org/wiki/Knowledge,eesti keeles
UCPpi1lGfzlVITgwOmVOYMkw,FCI Levadia Tallinn,"FCI Levadia Tallinn official channel. FCI Levadia is 10x Estonian Premium Liiga champion, 10x Estonian Cup champion.
 
FCI Levadia Tallinna ametlik kanal. FCI Levadia on 10x Eesti Premium Liiga meister, 10x Eesti karikavõistluste võitja.
",@fcilevadiatallinn,818,151246,337,False,2019-08-13T19:02:41Z,EE,,,UUPpi1lGfzlVITgwOmVOYMkw,"https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Association_football",tallinn
UCOpKl8veTfjnXk8NVveL25A,Eesti Discgolfi Liit,"Eesti Discgolfi Liit (EDGL) on alates 2014. aasta oktoobrist avalikes huvides tegutsev spordialaliit, mis ühendab Eesti discgolfiklubisid ja discgolfiga seotud organisatsioone ning koordineerib discgolfialast tegevust Eesti Vabariigis.

EDGL-i põhieesmärgid on discgolfi kui spordiala tutvustamine, edendamine ning liikmete huvide koondamine ja nende nimel tegutsemine.
",@eestidiscgolfiliit,2190,211984,83,False,2015-02-02T10:41:19Z,EE,,"""eesti discgolf"" ""Estonian Disc Golf"" EDGL discgolf",UUOpKl8veTfjnXk8NVveL25A,"https://en.wikipedia.org/wiki/Hobby, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti
UCn6Xw8gNtRj6v4E2M4RMQJA,SaarioinenEesti,,@saarioineneesti,6,2272,6,False,2013-04-11T18:20:00Z,,,,UUn6Xw8gNtRj6v4E2M4RMQJA,"https://en.wikipedia.org/wiki/Food, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti toit
UCuQBcjj37VjV_xMq-3Gk9qw,Koopad Ja Koletised,"Koopad ja Koletised kanal seletab eesti keeles, kuidas käib populaarse rollimängu Dungeons and Dragons mängimine. Lisaks sellele jagan siin enda mängu kogemusi ja tippe.",@koopadjakoletised842,90,2357,22,False,2021-03-01T16:44:52.552462Z,EE,,,UUuQBcjj37VjV_xMq-3Gk9qw,"https://en.wikipedia.org/wiki/Hobby, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti kultuur
UCjGFGHQbkYMa6mhnLE-Wxmw,VaprusTV,"Pärnu JK Vaprus ametlik kanal
Eesti suurim harjutuste videokogu
Abivahend treeneritele ja treenijatele

#austamekõikieikardakedagi #pärnupärast
",@vaprustv1157,235,34246,422,False,2020-01-14T19:58:46.451827Z,EE,,"""Pärnu JK Vaprus"" Pärnu Jalgpall Eesti Treening Videotreeningud Harjutused Virtuaaltreener Väljakutsed",UUjGFGHQbkYMa6mhnLE-Wxmw,"https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Association_football",eesti taskuhääling
UCZwiLunX3Uj6-eNlKoad-vA,KARJASE KOHV,"Karjasekohv on podcast, mis püüab tuua Piibli igavikulised tõed tänapäeva praktilises elus rakendatavaks. Kõik, mida Jumal teeb, teeb Ta seda vastavalt teatud mudelitele, mis on rajatud Jumala Kuningriigi printsiipidele, ja rakendades neid põhimõtteid oma igapäeva ellu, võime näha kordaminekut ja edenemist!

Podcaste näeb ka Facebooki Soul Food lehel: https://www.facebook.com/profile.php?id=100063505541158
Inspireerivaid ja õpetuslikke videosid näeb ka Facebookis EKNK Pärnu Koguduse lehel: https",@jannopeensalu,824,234541,947,False,2012-02-01T16:55:39Z,EE,et,"JPTV ""Janno Peensalu"" kogudus ""EKNK Pärnu Kogudus"" Peensalu kristlik jutlus Piibel EKMT ""Meeste teenistus"" jutlused Kristus Jumal Jeesus ""Jeesus Kristus"" kirik õpetus motivatsioon eneseabi loeng podcast pastor jutlustaja ristimine kannatused paast palve ""Jumala Sõna"" doktriin dogma pühitsus lepitus lunastus podcast ""karjase kohv"" presentatsioon esoteerika okultism okultistlik sensitiivid sensitiiv",UUZwiLunX3Uj6-eNlKoad-vA,"https://en.wikipedia.org/wiki/Religion, https://en.wikipedia.org/wiki/Society",eesti taskuhääling
UCdBH77tPUNiNYX9zJx8cWBA,Taevas TV7,"Taevas TV7 on eestikeelne kristlik meediakanal. 
15 aastat Eestis - üle 15 000 elumuutva saate.

Tutvu lähemalt: www.tv7.ee
",@taevastv7,2070,720772,959,False,2018-04-10T07:56:52Z,EE,,"jeesus kristlus piibel ""püha vaim"" kristus jumal imed tõde ""elu mõte"" päästja looja tervendaja tervendus tervenemine kirik kogudus kristlane kristlus ""jeesuse järgimine"" jesus",UUdBH77tPUNiNYX9zJx8cWBA,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Religion",eesti investeerimine
UCG7hqEzBZ1Goo-VwaYs0uvQ,Uisuklubi SMILES,"ILUUISUTAMINE Kohtla-Järve Ida-Virumaa • ФИГУРНОЕ КАТАНИЕ Кохтла-Ярве, Ида-Вирумаа, Эстония
Kohtla-Järve jäähall, Spordi 4, Kohtla-Järve, 30328 Ida-Virumaa, Eesti
🇪🇪UISUKLUBI SMILES🇪🇪
• Õpetame iluuisutamist⛸️
• Rühmad täiskasvanutele ja lastele💁‍♀️
• Kvalifitseeritud treenerid🎓
💫Ootame Sind 💫
+372 55902573
",@uisuklubismiles,20,4849,11,False,2024-09-25T19:04:53.222654Z,,,,UUG7hqEzBZ1Goo-VwaYs0uvQ,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Sport",eesti sport
UCBl8LMO42N9PBcyOLLE2hkA,Narva Kassituba,,@narvakassituba422,9,1630,1,False,2017-03-28T11:16:43Z,,,,UUBl8LMO42N9PBcyOLLE2hkA,,narva
UCuciTwHxG36oVjWF4TnWT7A,Bit & Ponka,"Meie oleme Bit ja Ponka. Meiega on kõigil lastel lõbus. Mängime koos harivaid mänge, vaatame vanu multifilme ja räägime lõbusaid lugusid! See on vahva! :)",@bitponka8999,863,846550,3,False,2015-09-28T10:04:45Z,EE,,,UUuciTwHxG36oVjWF4TnWT7A,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",vaatame
UCdXeZetS1hvpDbSb50fwkHQ,Mathis Bogens,,@mathisb89,11,8926,15,False,2007-01-03T22:51:59Z,,,,UUdXeZetS1hvpDbSb50fwkHQ,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Entertainment",eesti teadus
UCV19egNpEAz4l6pKKOfPsbg,Rēzija Kalniņa - Topic,,,15,612,2,False,2014-05-29T09:56:03Z,,,,UUV19egNpEAz4l6pKKOfPsbg,https://en.wikipedia.org/wiki/Music,eesti teater
UCeg8HuptgHKNsHVfrPm6l3Q,eSStonia,,@esstonia,5,52995,13,False,2007-04-28T19:28:32Z,,,,UUeg8HuptgHKNsHVfrPm6l3Q,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Television_program, https://en.wikipedia.org/wiki/Entertainment",eesti poliitika
UCYMnDce2OcZXeNWDc7BojIA,ICG Tallinn 2025,,@icgtallinn2025,22,1612,1,False,2025-08-06T11:47:38.34104Z,,,,UUYMnDce2OcZXeNWDc7BojIA,,tallinn
UCVln9wpH1c7fj0fhaGnfayQ,Borderless Pizza,"A Dane 🇩🇰 making somewhat questionable Pizzas 🍕
I am making every 198 country in the world as a Pizza. The creations can be based on National Dish or typical dishes that related to that country. 
 
",@borderlesspizza,667,140340,47,False,2023-08-11T13:59:35.710518Z,,,,UUVln9wpH1c7fj0fhaGnfayQ,"https://en.wikipedia.org/wiki/Food, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti retseptid
UCrjggZNKlJ4BHVFxVBd1UaQ,Tartu Tervishoiu Kõrgkool,Tartu Applied Health Sciences University,@tartuh-ee,455,251611,201,False,2012-10-10T11:35:47Z,EE,,,UUrjggZNKlJ4BHVFxVBd1UaQ,"https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Health, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",tartu
UC_VQ5plOmMk_HPByIqD00Pg,Novaver OÜ,"OÜ Novaver on ekraani ja arhitektuurilahenduste pakkuja Eestis,  ettevõte keskendub nii innovaatilistele kui ka traditsioonilistele lahendustele! Tekkis huvi? Vaata ka meie kodulehte www.novaver.com",@novaverou1218,4,2792,38,False,2016-08-03T15:22:58Z,,,"Ekraanid ekraanilahendused ""LED ekraanid"" ""LCD ekraanid"" projektsioon projektsioonkiled projektorid ekraanikiled ""tark kile"" ""intelligentne kile"" ""läbipaistev LCD ekraan"" ""interaktiivsed lauad"" ekraanitulbad ekraanitootemid LCD LED",UU_VQ5plOmMk_HPByIqD00Pg,"https://en.wikipedia.org/wiki/Technology, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti tech
UCV8IjptOLvkFeMsK94Z13EQ,Eesti Paigad,"Eesti Paigad on loodud, et koos avastada Eesti erilisi ja looduskauneid majutuskohti. 

Jagame enda vahetuid kogemusi ja emotsioone erilistest ning silmapaistvatest majutuskohtadest ning soovitame, mida Eestis puhates ette võtta. Vaata lähemalt www.eestipaigad.ee või jälgi meie soovitusi Instagramis @eestipaigad

",@eestipaigad,165,100975,84,False,2021-01-03T10:09:22.162056Z,EE,et,"eesti estonia ""eesti paigad"" eestipaigad.ee majutus accommodation ""visit estonia"" estonian puhkemajad rannamajad puhkus ""puhka eestis"" visitestonia puhkemaja glamping kuluuritee travel explore europe baltics ""liis ja ben"" majutuskohad ""parimad puhkemajad eestis"" rannavilla ""holiday homes"" ""in estonia"" ""vacation home"" cabin ""forest cabin"" rental",UUV8IjptOLvkFeMsK94Z13EQ,"https://en.wikipedia.org/wiki/Tourism, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",eesti
UCftgH9UhBlMwJKTv5xw2OJw,Ingliterapeut Terje,"TERJE MÖLDRI on selgeltnägija, ingliterapeut, ettevõtja ja Eesti oma ingliraamatu ""Inglid meie elus"" autor. Ta on ka ""Eesti Selgeltnägijate Tuleproov 2018"" osaline ja ta on tuntud nii Eesti teles, meedias kui ka ajakirjanduses.
Ta on veebipoe INGLIPOOD.COM asutaja.

Selgeltnägija Terje on käinud ""Eesti Selgeltnägijate Tuleproovi"" tuuril üle Eesti, on esinenud ja viib läbi ingliteraapia kursuseid.

Selgeltnägija Terje ennustab Tarot kaartidega, teeb ingliteraapiat ning tema meditatsioone, kursuse",@ingliterapeutterje,248,36179,161,False,2020-05-12T11:51:37.028533Z,EE,,,UUftgH9UhBlMwJKTv5xw2OJw,https://en.wikipedia.org/wiki/Lifestyle_(sociology),eesti loodus
UCv7Q-bbaoCwLFZQ682bqAhg,Top Film Baltic,,@topfilmbaltic1128,17,14418,38,False,2014-07-15T15:56:29Z,,,,UUv7Q-bbaoCwLFZQ682bqAhg,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",eesti filmid
UCmljIEiHxx2rUq7SXFsrydg,Minu Eesti Noored,,@minueestinoored,50,22824,46,False,2011-01-27T21:45:06Z,,,raasiku vald aruküla pikavere minu eesti,UUmljIEiHxx2rUq7SXFsrydg,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti haridus
UCMad6YCDDO8Hrs35sQSBCoQ,Eesti Filmi Päevad,,@eestifp,30,60291,74,False,2010-03-08T15:08:11Z,,,"""Eesti Filmi Päevad"" EFP kinomaja kinoliit filmipäevad eesti 2010",UUMad6YCDDO8Hrs35sQSBCoQ,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",eesti filmid
UC4U5pHWwqyZ02l8UUr2GA9Q,VABARIIK,"VABARIIK on konservatiivsetest ja rahvuslikest aadetest kantud UUS meediakanal, mis toodab eestikeelseid ühiskonna- ja kultuurisaateid, -podcaste, loengusarju ja muud ajakirjandust.

Vabariik Meedia on sõltumatu kõigist Eesti erakondadest ja meediaettevõtetest, ent avaliku konservatiivse ja isamaalise eelistuse tõttu suhtub poolehoiu või vähemalt neutraalsusega kõigisse erakondadesse ja väljaannetesse, mis esindavad kas konservatiivset, tsentristlikku, parempoolset või rahvuslikku maailmavaadet
",@vabariik,3720,1002423,76,False,2022-11-08T21:37:11.371502Z,,,,UU4U5pHWwqyZ02l8UUr2GA9Q,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",eesti uudised
UCntt_XDWGawVu3LG_nqMH-A,Eesti film,,@kodunefilmirull7433,53,22394,75,False,2020-06-08T01:27:48.935114Z,,,,UUntt_XDWGawVu3LG_nqMH-A,"https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Entertainment",eesti meelelahutus
UCMKRHuH0JygDgjk-LxnfE3w,TallinnOpen MAT8,,@tallinnopenmat8376,71,26190,11,False,2017-03-29T08:48:19Z,,,,UUMKRHuH0JygDgjk-LxnfE3w,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Sport",eesti sport
UCVRWzAKUfmdg2uLD8ngsHTA,EV_Lines,,@ev_lines5946,172,12731,40,False,2021-04-21T11:04:07.914019Z,EE,,,UUVRWzAKUfmdg2uLD8ngsHTA,"https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",eesti kultuur
UChnqz8mvNCU48D-ifbK_O1Q,Mehka Eesti,"Mehka sai alguse 1992. aastal, kui neli Lõuna-Eesti metsandusinimest asutasid Võrus esimese kaupluse. Firma sai nime Mehka küla järgi Mõniste vallas Võrumaal. Esialgu müüdi HUSQVARNA, JONSERED ja PARTNER tehnikat väikeses 50m² poes nimega “Hipe”. 1994. aastal lisandus suurem metsatehnika hooldus “Mehka töökojas”. Järgnes kiire kasv: 1995 Valga, 1997 uus hoone Võrus, 2000 Otepää. 2007. aastal avati Võru kesklinnas suurem esindus, kus lisandus ka mototehnika ja ATVde müük. 2015 laienes Mehka Talli",@mehkaeesti,20,55389,13,False,2025-04-17T12:55:41.13001Z,,,,UUhnqz8mvNCU48D-ifbK_O1Q,"https://en.wikipedia.org/wiki/Motorsport, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Vehicle",eesti
UCgQROsCg3berYuqdv5XczkA,theatreatelier,"Võru Linnateater (Võru Town Theatre) is working as a structural part of the Võru Culture House.

In 2003-2008 theatre was known as Võru  Theatreatelier, founded by stage director Taago Tubin (artistic leader of the theatre 2001 - 15.7.2008)

The basic troup consists of amateurs, but every production engages also different theatreprofessionals.",@theatreatelier,1,6374,13,False,2007-12-04T15:59:12Z,,,Võru theatre atelier linnateater,UUgQROsCg3berYuqdv5XczkA,"https://en.wikipedia.org/wiki/Performing_arts, https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",võrumaa
UCSzdXU8U0wwDaB6lVItjNOw,Hanf Kung - Topic,,,235,405322,30,False,2022-05-22T23:23:11.390704Z,,,,UUSzdXU8U0wwDaB6lVItjNOw,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Music",eesti muusika
UCzJOHg4UoHsb9dwEZO2Pn9Q,Hansa-Flex Eesti,,@hansa-flexeesti,0,503,18,False,2024-07-31T13:51:46.931558Z,,,,UUzJOHg4UoHsb9dwEZO2Pn9Q,"https://en.wikipedia.org/wiki/Technology, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",eesti tehnoloogia
UC-NVXW50aUC0VLvi5V9ViEA,ohmyremi,"Eesti kõige vigasem aga huvitavam gaming sisulooja 
Email kuhu kirjad saata, kui on soovi - officialohmyremi@gmail.com

SPECS

CPU : AMD Ryzen 9 5950x
CPU Cooling : NZXT Kraken x73
Motherboard : ASUS PRO ART B550
Memory : Corsair Vengeance 32GB DDR4
GPU : MSI Gaming X Trio 2080Ti
KEYBOARD : SteelSeries Apex PRO
MOUSE : R Λ Z Ξ R DEATHADDER ELITE
HEADSET : SteelSeries Arctis 7 2019
MIC : Elgato Wave 3
Monitor : Dell S2716DG : 1440p, 144hz, G-Sync
SSD : 500GB Samsung 960 EVO NVMe
HDD Mingi lambi 4",@ohmyremi,12600,4258340,476,False,2014-03-26T00:21:31Z,EE,,Gamer Estonia streamer gameplay,UU-NVXW50aUC0VLvi5V9ViEA,"https://en.wikipedia.org/wiki/Simulation_video_game, https://en.wikipedia.org/wiki/Action-adventure_game, https://en.wikipedia.org/wiki/Video_game_culture, https://en.wikipedia.org/wiki/Action_game, https://en.wikipedia.org/wiki/Strategy_video_game, https://en.wikipedia.org/wiki/Role-playing_video_game",eesti gaming
UCmFsjx7pHCqCdHdQJ5epkGA,Avis Eesti,Avis. We Try Harder.,@aviseesti,12,178710,36,False,2020-08-21T09:37:42.336797Z,EE,,"Avis ""Avis car rental"" ""Car rental"" ""Car hire"" ""We Try Harder"" ""Full service leasing""",UUmFsjx7pHCqCdHdQJ5epkGA,"https://en.wikipedia.org/wiki/Vehicle, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti
UCuMy0KjWk4P7wTYHKMjG3BQ,Politsei- ja Piirivalveamet,"Politsei- ja Piirivalveameti ametlik videokanal

Official YouTube channel of the Police and Border Guard Board.",@eestipolitsei,5540,1795599,312,False,2008-12-10T09:23:54Z,EE,,"Eesti politsei korrakaitse ""politsei- ja piirivalveamet"" PPA piirivalve lennusalk kriminaalpolitsei KKP keskkriminaalpolitsei ID-kaart pass",UUuMy0KjWk4P7wTYHKMjG3BQ,https://en.wikipedia.org/wiki/Society,eesti poliitika
UCaIEp5nzFSKGQkQy9C3H1GA,Vapista Eesti,"E-sigaretipood Vapista ametlik YouTube kanal. 
Meie teeme igapäevaselt selle nimel tööd, et olla veipimise alal tippspetsialistid ja pakkuda just Sulle parimat võimalikku teenindust!",@vapistaeesti7077,116,37804,40,False,2014-04-06T20:16:01Z,EE,,Vapista vape vaping e-sigaret e-vedelik e-isgaretipood,UUaIEp5nzFSKGQkQy9C3H1GA,"https://en.wikipedia.org/wiki/Technology, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Politics",eesti vlog
UCjWbZV419M2AMfchrUi1BBA,TutorBox,,@tutorbox5355,3,1115,16,False,2021-08-22T10:14:33.634397Z,,,,UUjWbZV419M2AMfchrUi1BBA,https://en.wikipedia.org/wiki/Knowledge,eesti keeles
UCfOrcZXF3TRBPCnzShMvvcQ,Lastelood,Eestikeelsed laulud lastele.,@lastelood,378,175298,7,False,2025-01-14T12:31:35.657122Z,,,,UUfOrcZXF3TRBPCnzShMvvcQ,"https://en.wikipedia.org/wiki/Pop_music, https://en.wikipedia.org/wiki/Music",eesti laulud
UCtkFPufr4LOHpSmy399zQIw,Swedbank Eestis,,@swedbankeestis,4420,1452252,431,False,2015-07-15T12:07:06Z,EE,,"""swedbank eesti"" kukkur",UUtkFPufr4LOHpSmy399zQIw,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Knowledge",kuidas teha
UCprcsSuKsqB0CCTJ-MArwLA,Tallinna Keskkonna- ja Kommunaalamet,,@tallinnalinnakeskkond3426,85,37304,165,False,2020-10-14T12:21:13.582406Z,,,,UUprcsSuKsqB0CCTJ-MArwLA,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Society",tallinn
UCncDGOz0IwcTltVKi_9vrRw,Marleen,Sinu keskmine eesti juutuuber,@marleenkovalik,435,42657,51,False,2011-10-15T10:27:41Z,,,,UUncDGOz0IwcTltVKi_9vrRw,https://en.wikipedia.org/wiki/Lifestyle_(sociology),eesti vlog
UC41GjcZhBM6Gdqs9WZcr-pA,EESTI AJALOOMUUSEUM,,@eestiajaloomuuseum9563,227,47621,96,False,2015-02-16T08:52:39Z,EE,,keskaeg muuseumiöö ajaloomuuseum,UU41GjcZhBM6Gdqs9WZcr-pA,"https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Society",eesti teater
UCpKqML-M_7J5hrJP1r8N7_g,Eesti Edulugu,"Mis on selle võltspositiivse Eesti eduloo ja parema Eesti kuvandi taga, mille on loonud Reformierakonna valitsus? Kelle jaoks kehtib see: ""Parem Eesti kõigile"" loosung ja mis on selle Parema Eesti poliitika sisu? ",@eestiedulugu4151,26,14542,6,False,2014-11-26T08:47:42Z,EE,,reformierakond rform reformikad valitsus meedia poliitika ühiskond,UUpKqML-M_7J5hrJP1r8N7_g,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Politics",eesti poliitika
UCg4B5s7HzxpyLxvbm0MtSFw,Rae Koss,,@raekoss5852,67,23753,90,False,2022-08-25T14:55:29.028946Z,,,,UUg4B5s7HzxpyLxvbm0MtSFw,"https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Basketball, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti korvpall
UCzEZUU02vXJv6ll1cC33ccQ,Liina Palu,"No tsau! :)
Tere tulemast vaatama minu vloge. Minu nimi on Liina ja praegu olen töötu ja kodune, sest taastun pikast depressiooniperioodist. Nimelt on mul diagnoositud skisoafektiivne häire ja kuigi mulle on määratud 100% töövõimetus, siis ma üritan ikka osalise koormusega kontoritööd leida, kuigi majanduslik olukord on nagu on ja need töökohad ei kasva puu otsas. Mind toetab tööotsingutes bakaharidus eesti filoloogias ja see, et olen elus juba erinevatel kontoritöökohtadel töötanud.

Ahjaa, mui",@liinavlogid,1090,75821,59,False,2012-01-07T16:08:24Z,EE,,,UUzEZUU02vXJv6ll1cC33ccQ,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Health",eesti vlog
UCaBuleh84rh0Ni0BOPbZyzQ,Audi Eesti,Audi Eesti ametlik Youtube kanal,@audi_eesti,86,571830,70,False,2015-11-19T14:26:40Z,EE,,"Audi ""Audi Eesti"" vorsprung",UUaBuleh84rh0Ni0BOPbZyzQ,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Vehicle",eesti teater
UC3wWTl7--lCTmrAwDtsjuIQ,Pipelife Eesti,"PIPELFE on juhtiv rahvusvaheline jätkusuutlike torulahenduste pakkuja, mis ühendab inimesi ja kogukondi vee, energia ja andmesidega.

Pakume lahendusi inimeste elukvaliteedi tõstmiseks. Meie töö tulemiks on puhas joogivesi, toimiv kanalisatsioonisüsteem, ohutu kaabli- ja gaasitrass, õige niiskusega põllumaa. Selleks valmistame juba 1993. aastast Eestis oma partneritele plastist torusüsteemide komponente, lähtudes kliendi vajadustest.
",@pipelifeeesti,17,4812,14,False,2025-01-09T08:44:48.072968Z,EE,,"pipelife ""pipelife eesti"" toru ""jätkusuutlikud lahendused"" torutootmine kaablikaitse ""kanalisatsiooni torud"" ""sademevee ärajuhtimine"" ""pipelife torud"" torutööstus ehitusmaterjalid drenaažitorud sademeveetorud kaevud ""reovee käitlus"" hoonekanalisatsioon joogiveetorud küttelahendused plasttorud ""ehitusprojektide lahendused"" ""torude paigaldus"" ""vihmavee kogumine"" torutooted toruideed torusüsteemid ""polüetüleenist torud"" eritellimuskaevud ""pvc toru"" ""pe toru"" ""pp toru"" ""toru faktid""",UU3wWTl7--lCTmrAwDtsjuIQ,https://en.wikipedia.org/wiki/Lifestyle_(sociology),eesti youtuber
UCCACbMErU4vlLhR04LjojNg,Eesti kaardistaja,,@eestikaardistaja8454,10,1087,11,False,2015-03-12T21:06:43Z,,,,UUCACbMErU4vlLhR04LjojNg,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",eesti meelelahutus
UCQt6S-PQdfWMO0pBC-6IupQ,Sõnaväega perevägivalla vastu,"Sõnal on määramatu jõud ning sõna väega on võimalik võidelda ühiskonnas toimuva vastu. Alustame kampaaniat perevägivalda tauniva petitsiooniga. Perevägivald on laiem ühiskondlik probleem, mis vajab riiklikul tasandil terviklikumat lähenemist. 

Vägivallategude ennetamiseks ja ohvrite kaitsmiseks on vaja tegeleda vägivalla toimepanijatega, luua nende käitumisele suunatud soopõhised programmid. Selleks teeme petitsioonis üheskoos Riigikogule ettepaneku luua terviklik perevägivalla-vastane riiklik ",@sonavaegaperevagivallavast7825,110,569031,12,False,2021-10-27T07:44:58.622686Z,EE,,,UUQt6S-PQdfWMO0pBC-6IupQ,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",eesti meelelahutus
UCw3nLyaTrmVrr-UfB12iNHA,Slime Eva ja Gerda,"Tere,oleme kaks noort ja edasipüüdlikku tüdrukut,kes otsustasid teha selle kanali,et saaks mängida keemiliste ainetega,õpetada teid lima tegema,kes soovivad sellega hirmsasti mängida ja et te ei peaks seda poest ostma siis vaadake meie kanalit.",@slimeevajagerda9840,11,1778,4,False,2018-03-02T13:32:05Z,,,,UUw3nLyaTrmVrr-UfB12iNHA,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",kuidas teha
